      Plot replica #,               up1 a,               up1 b,               up1 c,               dp1 a,               dp1 b,               dp1 c,               sp1 a,               sp1 b,               sp1 c,               um1 a,               um1 b,               um1 c,               dm1 a,               dm1 b,               dm1 c,               sm1 a,               sm1 b,               sm1 c,                GT a,                GT b,                GT c,                G2 a,                G2 b,                G2 c,
                 276,           -5.013034,            4.810314,            3.680418,            2.089371,           -4.898847,            9.341873,            6.095341,           -3.342383,           -4.859198,           -9.167943,            8.238241,           13.901953,           -6.219089,            7.642508,            2.268011,           14.430652,          -17.560596,          -11.671406,           -0.456876,           -3.177295,            4.244953,            1.839804,           -1.451422,           -4.165584,
                 277,           -0.584160,            9.545626,            1.773467,            6.549112,           -2.548375,            9.787980,            4.687288,            2.269066,            3.098802,           -5.047327,            6.570410,            5.379047,           -9.594130,            0.630973,           16.754611,            7.530602,           -5.471454,           -5.399852,            1.420307,           -0.930026,            6.060424,            0.045245,           -3.337197,           -4.435749,
                 278,           -1.317603,            8.902467,           -4.487315,            9.091329,           -9.800810,            4.045755,            4.661432,            5.026898,           -6.726193,           -4.969855,            3.549646,           10.190984,           -7.735117,           -0.630370,           14.367190,           11.669088,          -22.713029,           -3.433512,            4.870461,           -2.229769,           -4.587058,           -0.398751,           -2.014984,           -0.972336,
                 279,           -0.090878,            3.861699,           -8.772145,           12.613775,          -15.310493,           -3.894927,            6.878270,            0.630188,          -13.309613,          -10.473560,            6.567496,           18.296303,           -9.815750,            2.661737,           13.992590,            6.841606,           -4.944769,           -7.328909,            4.142147,          -14.199583,           -1.326310,           -1.220527,            0.383395,            1.682086,
                 280,           -5.049526,           10.332671,           -5.787558,            0.038115,            1.998742,            2.379419,            4.310191,            0.367911,           -6.817358,           -8.562084,            9.309493,           10.665259,           -7.094134,           11.401168,            0.168566,           -1.614516,            1.498633,            7.754501,            2.360586,           -4.355205,           -9.108598,            2.553822,           -4.384586,           -0.774729,
                 281,           -3.016275,            1.592734,           -2.849111,            1.135009,          -10.963483,           11.340019,            7.520557,           -3.958194,          -12.923654,           -8.792122,            5.281329,           16.252524,           -2.883314,           -3.315636,           10.601460,            7.307619,           -2.838585,          -15.007809,           -2.301627,            2.136164,            2.371885,            1.614389,            0.096056,           -2.313176,
                 282,            3.510590,            3.397870,           -5.930710,            4.561317,           -3.752289,            7.916385,            6.604739,            6.463462,           -8.947800,           -2.681780,            0.766879,            9.258660,           -2.909545,           -3.092188,           10.270998,            6.880204,           -7.912305,           -4.950787,            3.630369,           -3.220898,           -5.620364,            0.071189,           -2.936430,           -1.766027,
                 283,           -1.665719,            7.867291,            0.502733,            5.454852,           -4.182453,            8.832356,            1.906494,            7.542776,           -0.134578,            0.387982,           -5.806025,           11.266270,           -9.608762,           -2.279314,           20.605124,           -4.271640,           10.184506,           -0.740725,            5.497564,          -10.111164,           -3.914879,            0.730868,           -2.816275,           -4.000800,
                 284,            1.012253,            1.764578,           -0.099825,            7.548988,           -7.926637,            5.703280,           17.042683,           -6.880023,          -20.226743,           -2.019996,            1.561107,            7.960386,          -11.350811,           -0.135689,           19.253578,           14.817676,          -14.920649,          -14.165380,            6.008361,          -14.430522,           -1.159223,           -1.196355,           -0.186990,           -1.542528,
                 285,           -2.469547,            6.042400,           -4.277791,            8.156332,          -11.449903,            2.550158,            0.221917,           10.634854,          -12.833653,           -3.299384,           -3.022441,           16.361078,          -18.796594,           12.467399,           21.772179,            1.676608,           10.230870,          -18.148096,            2.704189,            0.458223,           -5.337895,            0.262124,           -1.668392,            0.298818,
                 286,           -1.323986,            9.640025,           -7.733323,            6.761405,           -4.595571,            1.546373,           16.191524,           -8.423872,          -17.741416,           -4.187058,            4.545262,            6.179277,           -2.166302,           10.932615,          -10.927104,            4.362284,           -2.189500,           -2.399506,            0.550603,            1.526338,            0.743385,           -0.696899,           -2.319237,            1.101365,
                 287,           -0.479283,            8.820007,           -0.134300,            5.505172,           -5.413218,           13.034371,            5.161781,            8.064763,           -3.464819,           -6.872038,            2.862667,           13.291644,           -4.272520,            2.684534,            4.289930,            1.605461,            4.207065,          -10.142475,            2.602407,            2.787380,           -1.140466,            0.319261,           -3.309037,           -4.104005,
                 288,           -4.017217,            9.339149,            5.764913,           10.514494,          -12.096094,            9.256309,            2.485298,           10.986621,           -6.258834,          -13.553156,           15.333863,           14.470073,           -1.866600,           -8.169135,            9.585620,            7.781213,          -13.323070,           -4.644803,            2.203267,           -7.313128,            3.143091,            1.054072,           -3.224720,           -4.847739,
                 289,            3.180456,            5.488129,           -5.683872,            8.611466,           -8.253548,            6.838633,            4.430573,            4.097942,           -1.236582,           -2.776290,            0.222818,           10.860782,           -4.721413,           -6.214424,           17.285572,           10.533002,           -4.038713,          -15.055048,            4.944087,            4.015339,           -5.033183,           -1.260092,           -1.592161,           -1.587769,
                 290,           -5.447917,            3.770332,           -3.505355,            5.571076,          -17.241111,            6.181557,            5.753141,           -1.153696,          -18.008194,           -3.183525,           -0.245637,           10.066690,           -8.888008,            1.903669,           15.140973,            3.771962,           -3.916510,           -6.335029,            3.623274,          -13.434827,           -5.469476,            0.916909,            0.882905,           -0.041847,
                 291,           -3.665001,            6.560578,           -7.654235,            6.463264,          -10.222417,           -0.731545,            7.762442,           -6.108092,          -14.850611,           -8.706906,            8.935955,           10.985482,           -3.729340,           -9.274805,           14.663120,            5.944805,           -7.315483,           -5.692365,           -1.868520,           -7.758229,            5.678589,            0.616205,           -0.700489,            1.120092,
                 292,            1.917177,            6.030062,           -7.923381,            3.874313,            2.973117,            0.337518,            1.596553,            7.584770,           -4.200092,           -4.903661,            8.311557,            4.288275,           -9.246555,            8.628946,           -0.043540,            2.262748,            9.550201,          -17.469921,            4.663902,          -12.619801,            2.428013,           -1.225859,           -2.297420,            1.053387,
                 293,           -5.810179,           11.369935,            1.714089,            3.352780,           -3.947125,            9.190023,            8.704820,           -9.599430,           -1.451712,           -7.101610,            8.527594,            8.584250,           -4.235422,           -2.470810,           10.285863,            2.189319,           -2.340924,            2.319321,           -1.143359,            0.793122,            5.548562,            1.570538,           -2.610949,           -3.996294,
                 294,           -1.160679,            2.573653,           -1.445734,            8.426900,          -13.698129,            6.079496,            2.499332,            2.281566,           -4.841825,           -6.917606,            2.335531,           16.291135,            0.139104,           -5.170843,            4.296749,           17.655103,          -19.132895,          -15.411055,            3.170675,           -0.503642,           -6.447722,            0.811705,           -0.646172,           -2.826478,
                 295,            2.792048,            4.756154,            0.340450,           14.718072,          -15.510839,            7.900783,           13.911957,           -0.801324,          -12.186177,           -9.375448,            7.619076,           15.494693,          -11.379131,            2.506930,           17.591497,            1.537630,            6.648305,          -11.807693,            3.395255,           -0.444685,            4.694356,           -2.465971,           -0.134149,           -2.911542,
                 296,            1.791097,            8.910550,          -11.316420,            5.225415,           -3.778404,            4.601857,           11.907985,           -0.064253,          -16.027580,            2.941735,           -8.806776,            8.494905,          -18.691993,           17.977823,           19.054648,           11.334200,          -10.556069,          -10.912295,            2.563338,            0.638811,           -5.771452,           -0.331165,           -3.598919,            0.974455,
                 297,           -0.815338,            4.533132,           -4.084385,            5.283742,           -6.952886,            4.517004,            6.014892,           -3.716847,           -5.897377,           -7.216874,            8.378595,           11.084536,            0.365455,           -2.438103,            0.825660,            6.430132,           -3.155386,           -8.258698,            6.556964,          -14.999831,           -6.592168,            0.157507,           -0.863209,           -1.275363,
                 298,           -2.906800,            5.284066,           -0.926861,            6.511704,          -10.179544,            6.363402,            9.479319,           -2.447769,          -14.788360,           -9.900455,            6.810218,           16.019617,           -4.914409,            9.887462,           -5.206912,            4.059689,           -7.329858,            4.384747,            4.593823,          -14.844431,            8.616846,           -1.550991,            1.198264,           -0.365576,
                 299,           -2.597381,            4.953207,           -3.941116,            5.936429,           -9.599964,            3.397874,            8.996453,           -7.736052,           -7.594282,           -6.313848,            7.202614,            9.788835,          -12.561448,            1.079992,           23.421284,            6.856637,           -7.537392,           -2.791608,            1.424234,           -3.120999,           -2.098747,            0.343205,           -0.395455,           -0.920793,
                 300,            1.374363,            5.870453,            5.417564,           10.521801,          -12.331848,           16.359652,            4.859471,           10.232821,           -5.444494,           -4.294921,            7.883062,            0.021784,           -6.147738,            6.011657,           -5.941630,           -1.617518,            8.892288,            8.050717,            3.095696,            2.513784,            7.241819,           -1.435149,           -1.213219,           -5.445212,
                 301,            0.031437,            1.525717,           -3.087938,            6.428794,          -10.450449,            6.465925,            1.659291,           -5.656118,            5.738820,           -3.503772,            4.592808,            5.870186,           -3.310509,           11.199379,           -7.928762,            3.943925,            1.956061,           14.933513,           -2.494388,            0.005222,            8.075269,            0.369186,            0.688100,           -3.326283,
                 302,           -2.160704,            8.662449,           -5.346222,            4.576277,           -4.412825,            3.914612,            5.598182,            1.474509,           -8.373264,           -9.176770,           11.416069,            9.477643,          -10.056959,           -1.422287,           20.811884,           11.487469,           -9.947491,          -17.288002,            2.691099,           -4.402877,            1.944021,           -0.452940,           -1.836954,            0.419945,
                 303,           -4.725958,            5.083498,            2.173855,           10.069968,          -13.883015,            2.821229,           -2.271068,            2.229431,            5.413992,           -1.133882,           -2.945247,           11.573760,           -3.994265,           -1.005819,            7.285617,           11.320582,           -1.813133,          -20.402029,            1.572187,          -12.161474,            6.318108,            0.826747,            0.156091,           -3.719270,
                 304,           -2.417143,           16.851303,           -6.426073,            6.482918,            4.969789,           -2.245469,            4.456234,            9.433675,           -7.337354,           -4.210377,            3.998230,            6.846236,           -0.788564,           -6.087943,            6.471531,           -0.312590,           -6.439812,            7.662821,            4.754075,           -2.772097,           -5.575097,            0.303677,           -6.392429,            0.208994,
                 305,           -0.960120,           10.589453,            5.438800,           10.279476,          -11.752429,           16.720295,           16.883194,            2.578325,          -21.206188,           -7.538449,           11.904921,            3.460133,           -5.686761,            4.722742,           -1.169479,            3.452360,            0.264973,          -13.332964,            6.852981,           -5.344234,            2.063087,           -1.907068,           -1.755691,           -4.039305,
                 306,           -4.406057,            6.801962,           -5.922802,            2.623577,           -1.335161,           -2.627685,           -0.146450,           -3.135367,            2.088131,           -0.849999,           -0.504321,            3.870741,           -9.403506,           -0.146960,           16.742424,            8.174441,          -17.388552,           -3.048070,            5.218534,          -13.474703,           -8.833433,            1.483218,           -1.622724,           -0.108717,
                 307,           -1.171978,            6.788374,           -8.292866,            4.870023,           -5.487772,            2.446915,            3.294218,           -6.277848,            1.896307,           -7.856747,           10.227004,            7.807609,            4.151195,            0.435632,          -13.171135,           11.138925,           -6.470899,          -15.759710,            0.177028,           -2.684489,            1.155070,            0.471008,           -1.458481,           -0.351939,
                 308,           -1.230926,            2.450445,            4.483778,            6.429359,           -9.893152,           11.857796,           17.295465,           -4.044549,          -20.592646,           -6.361730,            6.353577,           10.369045,           -9.025599,            8.226608,            8.174579,            2.254682,           -8.537303,            2.612810,            2.935781,           -1.719424,            1.346071,           -0.285097,           -0.498581,           -3.784108,
                 309,           -2.252047,           14.841678,            1.613594,            4.528985,            3.393155,            9.557075,           10.268990,           -7.693258,            4.336483,           -9.475332,            9.033693,           12.272852,          -11.258579,           12.763874,            7.769602,            7.761987,          -12.806799,           -2.676554,            5.021147,           -3.908323,            3.292055,           -0.219347,           -4.031432,           -4.330414,
                 310,            3.658139,            4.012968,           -2.479102,           13.590538,          -14.010007,            6.173771,            7.010630,            9.937592,          -11.766382,           -3.408274,            2.309829,            7.487312,           -8.951690,            9.832799,            6.051526,            7.663693,          -12.145275,           -3.217440,            2.272965,            7.961129,            1.457566,           -1.884211,           -1.498941,           -1.630769,
                 311,           -2.333993,           -2.049929,           -5.927619,            6.619097,          -25.096920,           10.896565,            8.799291,           -2.582197,          -23.108552,           -2.297621,            0.155826,           10.216075,           -8.679843,            0.379310,           13.772886,            8.783750,            1.435648,          -17.843416,            2.157041,          -12.434345,           -1.912781,            0.267071,            3.207821,           -0.255368,
                 312,           -3.101515,            9.097409,            0.431079,            6.963547,           -9.260593,            9.048855,           13.447751,            0.660313,          -18.803848,           -7.044216,            2.271870,           14.872370,           -5.177773,           -6.418144,           14.926285,            7.201836,            0.198530,          -11.765299,            4.795386,           -5.092577,           -4.442827,            0.206951,           -2.648744,           -2.122475,
                 313,           -0.103419,            1.879449,           -0.047797,           11.852357,          -14.011822,            2.808651,            0.121196,           11.956070,           -7.197792,            1.138405,            0.312880,            1.009878,            1.331742,            5.365869,          -14.352673,            3.620387,           -5.255868,           -2.450264,            2.166237,           -4.232890,            3.887849,           -0.792500,            0.085795,           -2.051388,
                 314,           -1.905695,           10.945988,           -5.972641,           11.171685,          -11.720395,            1.565592,           14.289804,           -3.851458,          -17.727235,          -10.914999,            4.608783,           23.887249,            0.486475,           12.715031,          -14.915547,           13.495356,          -22.168777,            0.677152,            2.801796,            3.152337,            0.300815,           -1.964381,           -0.947281,            1.316016,
                 315,           -3.362761,           12.078423,           -5.328423,            2.856412,           -2.047868,            6.203932,           12.231210,            0.202298,          -19.264975,          -15.802304,           15.643469,           19.790994,           -7.894224,           -1.101988,           13.154040,           -4.143225,            1.421723,            6.642959,           -1.794894,            7.539248,           -1.885001,            1.282852,           -4.741137,           -0.333057,
                 316,           -1.200538,           10.802483,           -4.064906,            8.672015,           -5.064814,            2.586741,           18.629770,          -12.460064,          -10.522287,          -10.668223,            8.655794,           17.571760,          -14.091244,            1.370608,           25.963231,            1.750487,           -4.617421,           -0.910269,            2.837458,            2.085850,           -3.556091,           -0.359308,           -3.079198,           -1.335900,
                 317,           -0.388468,           10.264337,           -0.963329,            5.281609,           -1.022905,            8.807125,            5.701103,            6.334292,           -1.090098,            1.429352,           -9.777015,           13.591771,           -7.411741,           -1.581141,           13.659603,           11.861495,          -22.593008,            3.213593,            2.430492,           -4.041522,            1.964856,            0.597561,           -4.660002,           -3.559559,
                 318,           -0.770563,            7.347838,            2.926832,            7.787469,           -6.267799,            9.571303,           13.897076,           -1.852419,          -11.796919,           -9.923475,           11.937236,           11.110585,          -14.333037,           17.640182,            5.784904,            0.280372,           -9.194898,           10.070264,            4.572438,           -5.707946,           -0.308342,           -0.491197,           -2.281005,           -3.688708,
                 319,           -6.981615,            9.600852,           -7.453916,            5.661245,           -9.638904,           -2.513276,            0.507049,           -8.326403,            2.481150,           -4.435445,           -1.068252,           12.141153,           -9.155474,           -0.159195,           18.182077,           -0.943430,           -2.597767,            3.238596,            0.807257,           -4.706377,            0.801886,            0.856263,           -0.017883,            0.960324,
                 320,            1.409843,            2.026765,            0.222430,            7.513291,           -8.467127,            8.147863,            9.492727,            6.280135,          -17.824010,           -4.641731,            2.500709,           10.978536,           -0.695924,          -13.022762,           16.641073,           17.129597,          -11.821176,          -24.004795,            4.580851,           -8.626108,           -1.739662,           -0.506159,           -1.229011,           -2.542013,
                 321,           -1.402213,           -0.226274,           -8.620878,            3.794422,           -6.054945,           -3.435096,           11.385134,          -14.931359,          -13.714148,           -6.223585,            6.480557,           10.265407,           -1.199546,            3.123142,           -4.329303,           10.836912,           -8.934702,            1.094072,           -0.101987,           -1.860480,            4.677871,           -1.126899,            2.817806,            2.262921,
                 322,            0.615673,           11.775807,            0.437425,           15.539414,           -7.316309,            0.826152,            9.023484,            5.319577,           -6.643002,           -2.285238,            0.873062,            6.662582,            1.305961,           -2.928686,           -4.931469,           11.440694,          -24.768977,           10.579906,            5.768515,           -6.034247,            5.383508,           -2.260963,           -2.941877,           -2.055207,
                 323,           -0.121405,            9.163719,            2.050508,            7.749956,           -8.608857,           13.671236,           10.698004,            2.556839,           -8.395324,           -0.816880,           -3.329228,            8.190874,           -0.354295,           -0.565779,           -3.082352,            4.624420,           -8.349880,           -3.194391,            2.012745,           -5.907260,            6.080678,           -0.115210,           -3.390144,           -4.225161,
                 324,           -4.426224,            4.390925,           -4.718291,           -0.847215,           -7.316665,            9.713002,            2.835679,           -5.730314,           -4.197630,           -1.107292,            5.080348,            1.743494,            4.933099,            1.004917,          -13.195759,            9.741873,           -2.527073,          -15.042492,            2.378970,          -14.125448,           -7.867473,            2.999038,           -1.491309,           -2.354638,
                 325,           -2.735616,           16.839985,           -5.129954,            8.670327,           -3.815642,            3.299725,            9.372133,            6.756347,          -14.726517,           -8.908992,            6.560536,           14.537331,           -7.609946,           -7.474173,           21.021294,            7.270885,           -8.389382,           -3.661091,            2.219496,            1.655005,            0.766457,           -0.507631,           -4.850992,           -0.071364,
                 326,           -0.130145,            7.058123,           -7.043169,            3.142026,           -3.128201,            6.451940,            9.945989,            2.366063,          -18.744945,           -5.470732,            2.395750,           13.548126,            1.677139,           -4.099623,           -1.220679,            6.355748,           -5.806325,           -6.994782,            5.802324,           -9.424434,           -6.028485,           -0.246169,           -2.287797,            0.287839,
                 327,           -1.207286,           11.210905,          -11.066095,            6.892677,           -3.986403,           -1.895832,           12.724332,           -5.903872,          -12.361384,           -1.625264,           -1.283494,            7.718856,          -23.241107,           18.257627,           23.030483,            2.544159,           -5.597145,            0.110843,            2.649362,            0.857892,           -7.603769,           -0.185300,           -3.197100,            1.741152,
                 328,           -4.223869,            7.145898,           -7.826610,            7.657957,          -14.616927,            0.969991,            6.580197,           -2.458123,          -14.627533,           -4.770848,            2.454788,           13.036851,            2.849455,           11.027827,          -18.329093,            6.495029,           -0.568570,          -11.632835,            1.301750,           -4.119703,           -7.000622,            1.108046,           -1.013514,            0.679914,
                 329,            2.597998,            8.991062,           -2.921776,            5.520006,           -0.418844,            9.714143,            4.987349,           10.035980,           -2.277361,           -6.909977,            6.084173,           12.380561,           -8.096496,           -6.221026,           20.035553,            6.935938,           -6.607891,          -14.273621,            3.404386,            2.948580,           -1.403457,           -0.374641,           -4.384418,           -3.031520,
                 330,            0.189523,            6.905500,           -8.217811,            5.703522,           -8.400337,            6.426420,            0.464123,           -0.289405,            2.997104,           -0.704836,           -6.448499,           11.501254,           -1.900689,           13.286481,          -17.938188,            7.984406,           -7.681970,          -12.327302,           -2.340010,           -2.767197,            9.237991,            0.299748,           -1.539684,           -1.262348,
                 331,            1.488998,            2.749202,           -4.833561,            2.445908,           -0.388434,            5.024423,            4.901001,           -4.060294,            1.917491,          -11.336745,           17.403298,            8.042828,          -11.607851,            8.945685,           13.668435,            8.105606,          -19.381198,           11.958368,            2.171094,           -8.779023,            6.249628,           -0.564135,           -0.571559,           -1.452869,
                 332,            2.676103,            4.437951,           -9.337262,            8.753681,           -7.410398,            0.436799,           10.823494,          -11.977267,           -1.200060,           -6.545882,            5.732488,            9.429788,          -11.840718,            3.992742,           13.411148,           -1.010921,            2.450376,            4.427426,            2.981631,          -14.395726,            5.797265,           -1.583884,            0.042877,           -0.020530,
                 333,            1.558142,            3.124693,           -5.415590,           13.689184,          -17.152642,            1.974689,           12.041949,           -2.214028,          -13.196623,           -9.000602,            4.561395,           15.763967,           -8.091577,           -1.743376,           15.093024,            8.714890,           -9.406482,          -10.990562,            2.101153,            1.398775,           -0.164953,           -1.594689,            0.288781,           -0.467687,
                 334,            0.495173,            6.504896,           -4.399105,            5.520749,           -1.366100,            2.893238,            7.425213,            0.910211,           -8.055170,           -2.724125,            7.585043,            0.548565,          -12.951019,           15.164974,            9.039402,            8.576768,           -3.586589,          -13.761458,            5.186845,           -5.719833,           -4.146858,           -0.609000,           -2.327546,           -0.573443,
                 335,            3.733355,            3.441167,           -3.581409,            8.297573,           -6.360726,            6.959562,            8.433375,           -5.518664,            1.527920,           -5.272493,            8.481959,            4.860968,           -5.294341,           -0.200044,            9.542716,            2.517556,            6.964951,          -14.336823,            4.682497,            0.202473,           -5.014622,           -0.838815,           -1.340331,           -3.102588,
                 336,            0.452243,            3.898568,           -2.590759,            4.866327,          -10.134908,           12.048998,            1.282773,           10.613155,           -7.390682,            0.614906,           -7.561649,           13.254861,           -6.090589,           15.738022,           -9.636843,            0.731379,            8.466775,          -12.530924,            3.983279,           -5.181770,           -4.790771,            0.536362,           -1.828227,           -2.729999,
                 337,           -0.209409,            6.575275,           -5.676175,            8.521194,           -6.687364,            0.626535,           10.401616,            2.169143,          -17.557971,           -4.773209,           10.919362,            2.964592,           -3.518794,           -4.426419,           13.440616,            1.076514,           -4.635087,           -0.449985,            0.808754,           -2.684628,            1.103240,           -0.470224,           -2.562680,            0.611648,
                 338,            2.682946,           16.712773,           -6.926433,           15.174515,          -13.025174,           10.168596,           14.146221,            7.382981,          -15.137893,           -8.760290,           15.694011,            2.623529,           -0.350574,          -17.168416,           17.749576,            2.079040,          -11.902334,            6.199338,            3.735621,           -9.327085,            2.351357,           -1.199485,           -6.001056,           -1.871266,
                 339,           -0.172539,            8.110023,           -4.748092,           12.405937,          -13.514421,            2.324446,            8.598927,           -0.111946,           -8.728717,           -8.420735,           14.077366,            5.982722,           -6.939832,            9.143476,            3.458631,            4.599783,          -13.068780,           11.982935,            2.194761,           -3.520401,            0.547090,           -0.703287,           -1.713032,           -0.999788,
                 340,            0.222096,            2.984075,            2.158429,           10.343855,          -12.397720,            7.807022,           16.441014,           -7.572084,          -15.605121,           -8.034047,           10.102682,           10.294935,           -8.044826,            2.374538,           11.327692,            7.296399,           -2.270599,          -11.174836,            6.827748,            2.577532,           -8.406471,           -1.799846,            0.686007,           -2.462189,
                 341,           -0.389592,            9.452402,          -11.048053,            6.522787,           -5.695441,            0.315519,            5.583270,            3.657766,          -12.704538,           -3.437886,            1.676206,            9.225599,            2.017579,           -8.994942,            3.529234,            5.392633,           -9.557329,           -0.704006,            2.097816,          -10.541577,            3.635006,           -0.977298,           -1.901027,            2.250334,
                 342,            0.036772,            8.336527,           -0.419439,            7.772345,            0.258666,            1.747927,           10.165414,            1.496800,           -7.706637,           -9.132733,            9.640739,           13.721984,           -0.564030,            3.578549,           -5.178106,           11.236382,            3.008543,          -25.228998,            1.324988,           -4.341736,            7.854064,           -0.995096,           -2.928824,           -1.834741,
                 343,           -4.760441,           11.436328,           -0.340275,            5.280473,           -0.663243,            2.391369,            8.041868,          -10.547310,            1.549160,           -2.217399,            5.299618,            2.052924,           -1.336959,            6.381545,           -4.619184,            8.952888,           -4.387388,          -14.362823,            6.362386,          -12.360675,           -1.510556,            0.039591,           -1.650811,           -2.298068,
                 344,           -2.296628,            0.183066,            2.457527,            5.223972,          -16.165222,           14.066056,            2.129542,            4.673974,           -7.906783,           -5.637622,            6.198944,           11.027709,           -0.393848,           11.444921,           -7.688154,           18.750006,          -12.717603,          -20.831753,            1.376729,           -0.870608,           -3.519457,            1.629889,            0.011953,           -4.630669,
                 345,           -1.699560,            1.699611,           -1.500657,            3.171590,           -7.356517,            7.457438,            6.217141,           -3.255829,           -8.288866,           -8.656604,            6.581780,           13.910660,           -6.643755,           -5.228020,           15.559974,            9.005642,          -14.440845,           -4.095168,            2.563102,           -6.144415,           -5.040579,            1.289199,           -0.492594,           -2.853993,
                 346,           -0.505509,           12.877607,           -5.276046,            5.673978,           -2.334850,            7.498239,           15.909100,            1.912918,          -21.029158,           -7.264225,            5.812286,           14.966110,           -7.680560,           13.353814,            1.457132,           12.313067,           -0.345830,          -19.499805,            4.092269,           -4.003623,           -0.813730,           -0.969473,           -3.753176,           -0.374895,
                 347,           -3.416012,            4.884855,           -3.024057,            2.880201,           -6.481100,            5.552138,            9.199487,           -5.854967,          -13.372759,           -5.349674,            0.984728,           12.420384,           -3.094380,           -2.741732,            7.168110,            9.959607,          -10.127276,          -13.613524,            5.073451,           -8.785711,           -8.797767,            0.856990,           -0.375093,           -1.399396,
                 348,            1.475148,           -2.743665,           -6.004711,            6.964080,          -11.751891,            1.364060,            9.617295,           -1.538554,          -18.405281,           -3.989387,            0.079985,           12.192800,            5.580709,          -12.734395,            1.312817,            1.834208,           -7.238797,            2.821631,            0.660810,           -1.211187,           -0.962718,           -0.407674,            0.773710,            0.551923,
                 349,            1.356462,            9.222006,           -2.505438,            3.571813,            1.270305,           10.471049,            9.325422,            4.208902,           -8.635808,           -7.020023,            6.079791,           11.155604,          -15.376415,           18.417787,            8.607399,            1.877449,           -3.187044,            2.617114,            2.961918,           -1.972469,            0.227585,           -0.108955,           -4.241715,           -2.749390,
                 350,           -4.056964,            6.485018,           -4.422445,            7.721678,          -14.530228,            3.978941,            8.482342,           -3.671637,          -15.071827,           -5.326192,            2.503186,           12.053358,          -11.705507,            4.836863,           15.566905,            1.033059,            3.308527,           -4.244573,            2.250295,           -0.198450,           -4.030479,            0.174888,           -0.203023,            0.113942,
                 351,            0.452151,            5.408215,            2.845429,            4.685735,           -1.741675,           11.253512,            7.300885,            4.189673,           -5.206623,           -3.949052,            9.400958,            1.266813,          -10.314439,           10.982286,            9.254108,           10.924297,           -3.417766,          -19.706144,            6.807972,          -11.712514,           -0.753082,           -0.381134,           -2.076597,           -4.296636,
                 352,            3.112962,            7.054963,           -8.787732,           12.034400,          -24.503624,           17.194395,            8.565518,           -3.941391,           -5.711483,           -6.625736,           -5.244398,           21.128852,          -18.657049,            9.195428,           21.201267,            8.874186,           -7.421033,           -3.987081,           -0.866900,            7.071565,            6.134923,           -1.271272,            0.083433,           -2.471270,
                 353,           -1.511664,            2.594868,           -3.351260,            3.589046,          -14.315734,           13.511762,           -5.187363,           10.648918,           -0.438576,           -2.209382,           -3.668429,           12.498311,           -3.957290,           10.396648,           -0.814551,           -0.779141,           -7.382854,            9.577222,            3.631142,           -7.419314,           -1.551016,            0.752108,            0.508448,           -2.848534,
                 354,           -6.929586,           16.386267,           -3.250715,            3.044606,            5.392894,           -1.839656,           12.946668,           -6.657089,          -10.177654,           -4.030665,            5.458318,            6.045327,           -7.755512,           18.262173,           -8.229964,            8.033421,            1.290989,          -19.201448,            2.393090,           -5.109105,           -6.605018,            2.071733,           -6.245377,           -0.497246,
                 355,            3.491315,           -0.322177,            0.480033,           11.950182,          -16.835287,           10.322155,           10.881484,            1.453987,          -10.477069,           -7.279425,            3.041363,           18.517139,           -4.470364,           16.819494,          -10.392678,            4.337712,           -4.253301,           -0.320987,            0.331768,            3.616574,            6.005766,           -1.480314,            0.266729,           -3.388646,
                 356,            3.359826,            8.612997,           -2.576045,           12.174560,          -12.394147,           11.391844,           11.322291,            3.664305,           -9.537847,           -8.018337,           10.930020,            8.989241,           -2.716060,            2.891200,            0.954892,            8.030332,          -16.941108,            5.243761,            4.798053,           -8.388539,            2.572258,           -1.477300,           -2.773855,           -3.067087,
                 357,           -4.699625,            6.981415,          -10.069284,            1.712414,           -7.254976,            1.761700,           11.249703,          -10.269026,          -20.829614,           -5.928510,            2.828883,           15.986251,            3.578596,           -0.223104,          -12.164086,           15.963683,           -4.898592,          -25.485628,            0.734020,           -8.809631,            0.857369,            0.223234,            0.230293,            2.726712,
                 358,            2.012783,            7.032269,            4.622792,            9.605721,           -8.626755,           15.064659,           18.099387,            0.830790,          -14.087015,           -7.469365,           10.142190,            8.045698,           -8.007051,            7.841058,            7.533505,           -1.941026,           -3.853509,            8.047490,            6.477323,            6.173578,           -3.672692,           -1.738503,           -2.304639,           -4.708220,
                 359,           -0.150969,            3.636253,           -8.038819,            4.264251,           -4.893204,            1.028780,           14.268698,          -12.920220,          -12.937439,          -10.794657,            9.860529,           14.860037,           -2.353154,          -11.416363,           17.321493,            5.654331,           -5.633744,           -9.598763,           -2.669368,           -2.509239,            8.162664,           -0.264145,           -0.276707,            0.414234,
                 360,           -0.085822,            2.837522,            4.916761,            4.231513,           -4.381548,           12.945376,            2.098558,           10.317827,           -3.288845,           -9.134286,            6.120598,           16.090553,          -13.632156,           21.536545,           -1.013685,            8.669978,          -12.706921,           -2.663436,            5.292964,          -11.079603,            4.279733,           -0.154225,           -1.230009,           -4.863902,
                 361,           -0.149285,            7.622467,           -7.237903,            3.637718,           -1.687094,            4.066027,           10.626966,           -2.668555,          -12.499715,          -11.752329,           12.215987,           15.280176,          -10.124017,            3.269611,           13.679973,            5.086547,           12.492887,          -11.298925,            3.498830,           -0.482823,           -6.901712,            0.109845,           -2.793500,           -0.104567,
